,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,Types
488,Harmonie de Gascogne Blanc 2019,France,Côtes de Gascogne,Domaine de Pellehaut,3.9,175,5.52,2019,White
489,Chablis 2018,France,Chablis,Domaine Hamelin,3.8,175,15.8,2018,White
490,Vieilles Vignes Chardonnay 2018,France,Val de Loire,Moulin d'Argent,3.7,176,8.59,2018,White
491,Côté Chardonnay - Sauvignon 2018,France,Gascogne,Domaine du Tariquet,3.9,176,8.95,2018,White
492,Riesling Alsace Sélection de Vieilles Vignes 2016,France,Alsace,Trimbach,3.9,176,26.18,2016,White
493,Bourgogne Couvent Des Jacobins Blanc 2018,France,Bourgogne,Louis Jadot,3.9,177,16.48,2018,White
494,Mâcon-Milly-Lamartine 2017,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,4.0,177,20.9,2017,White
495,Mâcon-Villages 2015,France,Mâcon-Villages,Les Héritiers du Comte Lafon,3.8,178,22.22,2015,White
496,Collection Unique 2018,France,Côtes de Gascogne,Uby,3.9,179,5.8,2018,White
497,Riesling Réserve 2018,France,Alsace,Lucien Albrecht,3.9,181,9.57,2018,White
498,Bordeaux Blanc 2018,France,Bordeaux,Mouton Cadet,3.6,186,10.74,2018,White
499,Grande Cuvée Chablis 1er Cru 2017,France,Chablis Premier Cru,La Chablisienne,3.9,187,22.9,2017,White
500,Clairette du Languedoc Adissan Art de Vivre 2018,France,Clairette de Languedoc,Gérard Bertrand,3.8,188,15.95,2018,White
501,Chablis 2015,France,Chablis,Chanson,3.7,188,27.15,2015,White
502,Chateau de Fontaine-Audon Sancerre 2018,France,Sancerre,Langlois-Chateau,3.9,189,19.9,2018,White
503,Sancerre D'Antan 2014,France,Sancerre,Henri Bourgeois,4.3,192,38.0,2014,White
504,Domaine de L'Aigle Chardonnay Limoux 2017,France,Limoux,Gérard Bertrand,3.9,194,18.08,2017,White
505,Macon-Lugny 2018,France,Mâcon-Lugny,Louis Latour,3.8,194,13.55,2018,White
506,Terroir Littoral Chardonnay 2018,France,Pays d'Oc,Fortant,3.3,194,6.86,2018,White
507,Chardonnay 2019,France,Pays d'Oc,Laroche,3.4,194,8.45,2019,White
508,Aussières Blanc (Chardonnay) 2018,France,Pays d'Oc,Château d’Aussières,3.6,195,7.9,2018,White
509,Le Canon du Maréchal Muscat - Viognier 2018,France,Côtes Catalanes,Cazes,3.7,196,9.35,2018,White
510,Pouilly-Fumé 2017,France,Pouilly-Fumé,Le Domaine Saget,3.6,196,15.9,2017,White
511,Sancerre Le MD De Bourgeois 2017,France,Sancerre,Henri Bourgeois,4.1,197,24.95,2017,White
512,Collection Unique 2019,France,Côtes de Gascogne,Uby,3.9,198,5.99,2019,White
513,Chardonnay 2018,France,Pays d'Oc,La Chevalière,3.7,199,7.89,2018,White
514,Légende (R) Bordeaux Blanc 2018,France,Bordeaux,Barons de Rothschild (Lafite),3.6,199,9.9,2018,White
515,Crozes Hermitage Domaine Mule Blanche 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,201,38.68,2016,White
516,Sauvignon Côtes de Gascogne 2018,France,Côtes de Gascogne,Domaine du Tariquet,3.6,201,7.0,2018,White
517,Vire-Clessé 2014,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,203,36.33,2014,White
518,Chardonnay 2017,France,Pays d'Oc,Baron Philippe de Rothschild,3.4,204,8.69,2017,White
519,Côtes-du-Rhône Blanc 2018,France,Côtes-du-Rhône,E. Guigal,3.6,211,9.4,2018,White
520,Meursault 2017,France,Meursault,Joseph Drouhin,4.2,215,56.54,2017,White
521,Bourgogne Aligoté 2018,France,Bourgogne Aligoté,Joseph Drouhin,3.6,215,10.62,2018,White
522,Domaine de L'Aigle Chardonnay Limoux 2018,France,Limoux,Gérard Bertrand,4.1,215,17.99,2018,White
523,Chablis 2016,France,Chablis,Chanson,3.8,216,18.2,2016,White
524,Vire-Clessé 2016,France,Viré-Clessé,Les Héritiers du Comte Lafon,4.0,222,29.9,2016,White
525,Novellum Chardonnay 2018,France,Languedoc-Roussillon,Domaine Lafage,3.8,222,8.29,2018,White
526,Pouilly-Fumé 2018,France,Pouilly-Fumé,Château Favray,4.0,222,14.13,2018,White
527,Réserve Spéciale Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.7,226,8.32,2018,White
528,Chardonnay 2018,France,Pays d'Oc,Baron Philippe de Rothschild,3.5,226,8.78,2018,White
529,Les Tourelles de la Crée Montagny Premier Cru 2016,France,Montagny Premier Cru,Château de la Crée,4.1,227,43.28,2016,White
530,Meursault 2017,France,Meursault,Louis Jadot,4.3,229,56.26,2017,White
531,Bordeaux Blanc 2018,France,Bordeaux,Baron Philippe de Rothschild,3.2,231,9.95,2018,White
532,Chablis 2018,France,Chablis,Simonnet-Febvre,3.8,238,19.69,2018,White
533,Chablis 2018,France,Chablis,Domaine William Fèvre,3.9,238,24.99,2018,White
534,Pouilly-Fuissé 2017,France,Pouilly-Fuissé,J.A. Ferret,4.1,239,36.52,2017,White
535,Côte des Roses Chardonnay 2018,France,Pays d'Oc,Gérard Bertrand,3.6,239,10.4,2018,White
536,Pouilly-Vinzelles 2016,France,Pouilly-Vinzelles,Joseph Drouhin,3.9,239,24.01,2016,White
537,Condrieu 2017,France,Condrieu,E. Guigal,4.0,240,37.97,2017,White
538,Chablis Premier Cru 'Montée de Tonnerre' 2016,France,Chablis Premier Cru,Louis Michel & Fils,4.2,241,36.99,2016,White
539,Sancerre Blanc 2018,France,Sancerre,Domaine du Nozay,3.8,244,17.84,2018,White
540,Sancerre Blanc 2018,France,Sancerre,Comte Lafond,4.0,244,28.9,2018,White
541,Corton-Charlemagne Grand Cru 1999,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.2,246,217.95,1999,White
542,Blanc 2019,France,Vin de France,La Vieille Ferme,3.6,246,6.4,2019,White
543,Graves Blanc 2012,France,Graves,Clos Floridène,3.8,253,22.32,2012,White
544,Viognier 2018,France,Rhone Valley,Paul Jaboulet Aîné,3.6,254,7.7,2018,White
545,Crozes Hermitage Domaine Mule Blanche 2017,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.9,254,37.79,2017,White
546,Pinot Gris Alsace Réserve Personnelle 2013,France,Alsace,Trimbach,4.1,255,31.03,2013,White
547,Mâcon-Milly-Lamartine 2015,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.9,260,25.92,2015,White
548,Vouvray Classic 2018,France,Vouvray,Marc Brédif,4.0,262,14.9,2018,White
549,Chablis 2017,France,Chablis,Domaine Jean Collet,4.0,262,15.5,2017,White
550,Cuvée Silex Vouvray 2018,France,Vouvray,Vigneau-Chevreau,3.9,263,13.5,2018,White
551,Mâcon-Villages 2018,France,Mâcon-Villages,Les Héritiers du Comte Lafon,3.8,265,18.9,2018,White
552,Réserve Spéciale Viognier 2017,France,Pays d'Oc,Gérard Bertrand,3.6,266,9.56,2017,White
553,Montagny 1er Cru La Grande Roche 2018,France,Montagny Premier Cru,Louis Latour,3.9,266,17.45,2018,White
554,Légende (R) Bordeaux Blanc 2017,France,Bordeaux,Barons de Rothschild (Lafite),3.8,266,12.14,2017,White
555,Gewürztraminer Réserve 2018,France,Alsace,Lucien Albrecht,4.0,267,11.36,2018,White
556,Hermitage Le Chevalier de Sterimberg 2015,France,Hermitage,Paul Jaboulet Aîné,4.2,272,82.48,2015,White
557,Petit Chablis 2018,France,Petit Chablis,Domaine Hamelin,3.9,273,12.9,2018,White
558,Sauvignon Blanc 2018,France,Pays d'Oc,Paul Mas,3.7,274,5.64,2018,White
559,Clos de la Coulée de Serrant 2015,France,Savennières-Coulée-de-Serrant,Nicolas Joly,4.2,275,72.5,2015,White
560,Saint-Véran 2018,France,Saint-Véran,Joseph Drouhin,3.8,277,16.6,2018,White
561,Mâcon-Milly-Lamartine 2016,France,Mâcon-Milly-Lamartine,Les Héritiers du Comte Lafon,3.8,279,22.5,2016,White
562,Chablis 2018,France,Chablis,Domaine des Malandes,3.8,280,16.09,2018,White
563,Le G de Guiraud Bordeaux Blanc Sec 2018,France,Bordeaux,Château Guiraud,3.9,282,19.45,2018,White
564,Sauvignon Touraine 2018,France,Touraine,Domaine de la Chaise,4.0,282,7.4,2018,White
565,Sauvignon Blanc Bordeaux 2018,France,Bordeaux,Dourthe N°1,3.6,285,7.7,2018,White
566,Corton-Charlemagne Grand Cru 2015,France,Corton-Charlemagne Grand Cru,Louis Latour,4.5,288,116.0,2015,White
567,Sauvignon Blanc 2017,France,Pays d'Oc,Les Jamelles,3.5,290,6.25,2017,White
568,Bourgogne Chardonnay 2018,France,Bourgogne,Louis Latour,3.8,298,13.29,2018,White
569,La Jalousie Savennières 2015,France,Savennières,Domaine du Closel - Château des Vaults,4.1,301,29.15,2015,White
570,Chablis 2018,France,Chablis,Bernard Defaix,3.9,303,17.9,2018,White
571,Bourgogne Chardonnay (La Vignée) 2017,France,Bourgogne,Bouchard Père & Fils,3.7,306,16.74,2017,White
572,Château Grenouilles Chablis Grand Cru 2014,France,Chablis Grand Cru,La Chablisienne,4.2,307,63.54,2014,White
573,Pouilly-Fumé En Travertin 2018,France,Pouilly-Fumé,Henri Bourgeois,4.0,309,18.95,2018,White
574,Chablis 2018,France,Chablis,Olivier Tricon,4.1,310,14.55,2018,White
575,Les Vieux Clos 2014,France,Savennières,Nicolas Joly,3.7,311,32.5,2014,White
576,Chardonnay 2018,France,Pays d'Oc,Paul Mas,3.7,311,5.5,2018,White
577,Viognier 2018,France,Pays d'Oc,Les Jamelles,3.6,327,6.5,2018,White
578,Chant des Vignes Jurançon Sec 2017,France,Jurançon,Domaine Cauhapé,3.8,331,9.83,2017,White
579,Les Princes Abbés Riesling Alsace 2016,France,Alsace,Domaines Schlumberger,3.7,333,11.6,2016,White
580,Kritt Pinot Blanc 2017,France,Alsace,Marc Kreydenweiss,3.9,338,14.3,2017,White
581,Chablis (Les Grands Terroirs) 2017,France,Chablis,Samuel Billaud,4.0,340,24.0,2017,White
582,Les Princes Abbés Pinot Blanc Alsace 2016,France,Alsace,Domaines Schlumberger,4.0,341,8.9,2016,White
583,Bordeaux Sauvignon Blanc 2018,France,Bordeaux,Mouton Cadet,3.4,349,11.36,2018,White
584,Coteaux Varois en Provence Blanc 2018,France,Coteaux Varois en Provence,Miraval,3.9,356,17.8,2018,White
585,Condrieu La Doriane 2017,France,Condrieu,E. Guigal,4.3,359,84.0,2017,White
586,No. 3 Colombard - Sauvignon 2019,France,Côtes de Gascogne,Uby,4.0,359,5.99,2019,White
587,Les Belles Vignes Sancerre Blanc 2015,France,Sancerre,Fournier Pere & Fils,3.9,363,21.44,2015,White
588,Lune d'Argent 2013,France,Bordeaux,Clos des Lunes,3.6,371,16.9,2013,White
589,Côtes De Gascogne Classic 2019,France,Côtes de Gascogne,Domaine du Tariquet,3.5,374,5.5,2019,White
590,Côte des Roses Blanc 2018,France,Languedoc,Gérard Bertrand,3.7,377,10.42,2018,White
591,Sancerre Blanc 2017,France,Sancerre,La Perrière,3.9,384,17.9,2017,White
592,Chablis 2018,France,Chablis,Domaine Nathalie et Gilles Fevre,4.0,386,17.5,2018,White
593,Pouilly-Fumé 2018,France,Pouilly-Fumé,Château de Tracy,4.1,393,22.29,2018,White
594,Pinot Blanc Alsace 2017,France,Alsace,Trimbach,3.7,403,10.56,2017,White
595,Colombard - Sauvignon Côtes de Gascogne 2019,France,Côtes de Gascogne,Horgelus,4.1,408,5.43,2019,White
596,Villa Blanche Chardonnay 2018,France,Pays d'Oc,Calmel & Joseph,3.8,412,6.77,2018,White
597,Laforet Bourgogne Chardonnay 2018,France,Bourgogne,Joseph Drouhin,4.0,419,12.19,2018,White
598,Corton-Charlemagne Grand Cru 2008,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.5,421,263.9,2008,White
599,Riesling Grossi Laüe 2011,France,Alsace,Hugel,4.2,422,58.44,2011,White
600,Pinot Gris Alsace Réserve 2016,France,Alsace,Trimbach,3.8,433,17.45,2016,White
601,Classic Pinot Gris 2015,France,Alsace,Hugel,3.8,439,13.6,2015,White
602,Classic Riesling 2016,France,Alsace,Hugel,3.7,446,16.52,2016,White
603,Pouilly-Fumé En Travertin 2017,France,Pouilly-Fumé,Henri Bourgeois,4.1,447,18.95,2017,White
604,Mademoiselle de T Pouilly-Fumé 2018,France,Pouilly-Fumé,Château de Tracy,4.1,447,18.29,2018,White
605,Coteaux Varois en Provence Blanc 2015,France,Coteaux Varois en Provence,Miraval,4.0,458,20.5,2015,White
606,Chablis 2018,France,Chablis,Jean-Marc Brocard,3.8,460,17.9,2018,White
607,Chablis 2016,France,Chablis,Christian Moreau Pere & Fils,3.9,464,23.0,2016,White
608,Baron de L Pouilly-Fumé 2015,France,Pouilly-Fumé,de Ladoucette,4.4,479,97.04,2015,White
609,Blanc 2018,France,Pays d'Oc,Claude Val,3.8,486,4.95,2018,White
610,Sancerre Blanc 2017,France,Sancerre,Domaine du Nozay,3.8,493,37.63,2017,White
611,Vouvray Classic 2017,France,Vouvray,Marc Brédif,3.9,500,17.85,2017,White
612,Condrieu La Doriane 2016,France,Condrieu,E. Guigal,4.2,511,82.0,2016,White
613,Côtes du Rhône Réserve Blanc 2016,France,Côtes-du-Rhône,Les Dauphins,3.5,531,6.85,2016,White
614,Châteauneuf-du-Pape Les Sinards Blanc 2017,France,Châteauneuf-du-Pape,Famille Perrin,4.1,532,30.74,2017,White
615,Mâcon-Villages Blanc 2018,France,Mâcon-Villages,Louis Jadot,3.8,536,14.54,2018,White
616,Corton-Charlemagne Grand Cru 2009,France,Corton-Charlemagne Grand Cru,Bonneau du Martray,4.4,541,249.95,2009,White
617,Sancerre Blanc 2017,France,Sancerre,Château de Sancerre,3.9,543,33.87,2017,White
618,Côtes-du-Rhône Blanc 2017,France,Côtes-du-Rhône,E. Guigal,3.5,544,13.04,2017,White
619,Le Finage Chablis 2017,France,Chablis,La Chablisienne,3.7,557,22.78,2017,White
620,Chardonnay 2018,France,Vin de France,Maison de La Villette,3.9,558,6.33,2018,White
621,Sancerre Blanc 2018,France,Sancerre,Domaine Vacheron,4.0,569,24.0,2018,White
622,Chardonnay 2018,France,Pays d'Oc,Les Jamelles,3.6,570,5.69,2018,White
623,Grande Réserve Sancerre Blanc 2018,France,Sancerre,Henri Bourgeois,3.9,583,26.04,2018,White
624,Grand Régnard Chablis 2018,France,Chablis,Régnard,4.3,596,36.9,2018,White
625,Gentil 2018,France,Alsace,Hugel,3.8,601,9.6,2018,White
626,Pouilly-Fuissé 2018,France,Pouilly-Fuissé,Louis Jadot,4.1,621,29.37,2018,White
627,Pouilly-Fumé 2018,France,Pouilly-Fumé,Pascal Jolivet,4.1,627,22.3,2018,White
628,Ardèche Chardonnay 2017,France,Ardèche,Louis Latour,3.6,667,7.31,2017,White
629,Grand Ardèche Chardonnay 2017,France,Ardèche,Louis Latour,4.0,679,10.63,2017,White
630,Chardonnay 2018,France,Pays d'Oc,Laroche,3.4,719,8.25,2018,White
631,Mâcon-Villages 2018,France,Mâcon-Villages,Joseph Drouhin,3.8,731,11.4,2018,White
632,Mâcon-Villages 2018,France,Mâcon-Villages,Joseph Drouhin,3.8,731,13.6,2018,White
633,Pouilly-Fumé 2018,France,Pouilly-Fumé,de Ladoucette,4.0,737,32.9,2018,White
634,Riesling Alsace Cuvée Frédéric Emile 2011,France,Alsace,Trimbach,3.9,760,44.61,2011,White
635,Condrieu 2016,France,Condrieu,E. Guigal,4.0,776,52.01,2016,White
636,Chablis ‘Saint Martin’ 2017,France,Chablis,Domaine Laroche,3.8,894,25.24,2017,White
637,Sauvignon Blanc Attitude 2018,France,Touraine,Pascal Jolivet,3.8,901,12.51,2018,White
638,Chablis 2018,France,Chablis,William Fèvre,3.8,904,19.79,2018,White
639,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château Carbonnieux,4.1,1001,39.9,2016,White
640,Classic Riesling 2015,France,Alsace,Hugel,3.7,1006,13.6,2015,White
641,Petit Bourgeois Sauvignon Blanc 2018,France,Val de Loire,Henri Bourgeois,3.7,1011,9.95,2018,White
642,Chablis ‘Saint Martin’ 2018,France,Chablis,Domaine Laroche,3.8,1216,24.99,2018,White
643,Gewürztraminer Alsace 2016,France,Alsace,Trimbach,3.9,1254,16.9,2016,White
644,Chablis ‘Les Chanoines’ 2018,France,Chablis,Laroche,3.7,1267,21.99,2018,White
645,Pouilly-Fuissé 2017,France,Pouilly-Fuissé,Louis Jadot,4.0,1424,28.13,2017,White
646,Gentil 2017,France,Alsace,Hugel,3.8,1462,12.03,2017,White
647,Chablis 2017,France,Chablis,William Fèvre,3.8,1525,21.35,2017,White
648,Domaine Sainte Claire Chablis 2018,France,Chablis,Jean-Marc Brocard,3.9,1554,19.2,2018,White
649,Belleruche Côtes-du-Rhône Blanc 2017,France,Côtes-du-Rhône,M. Chapoutier,3.7,1675,10.91,2017,White
650,Drouhin - Vaudon Chablis Réserve De Vaudon 2018,France,Chablis,Joseph Drouhin,4.0,1721,21.34,2018,White
651,Pouilly-Fumé 2017,France,Pouilly-Fumé,de Ladoucette,4.1,1903,68.0,2017,White
652,Chablis 2015,France,Chablis,William Fèvre,3.8,2487,22.39,2015,White
